,location_x,location_y,time,statsbomb_xg,outcome,player,team,bodypart,technique,first_touch,state_of_play,assist,assist2,assist3,assist_state_of_play
28,104.2,32.0,2023-04-22 00:37:12.036,0.09555198000000001,Blocked,Lauren Hemp,Manchester City WFC,Left Foot,Normal,False,Open Play,Ground Pass,,,From Corner
29,113.4,36.4,2023-04-22 00:37:18.334,0.12038486500000001,Blocked,Khadija Monifa Shaw,Manchester City WFC,Right Foot,Volley,True,Open Play,Low Pass,,,From Corner
30,115.0,32.8,2023-04-22 00:37:19.429,0.11545208,Goal,Khadija Monifa Shaw,Manchester City WFC,Left Foot,Volley,True,Open Play,,,,From Corner
31,109.6,41.2,2023-04-22 00:40:38.287,0.16183558,Off T,So-Hyun Cho,Tottenham Hotspur Women,Head,Normal,False,Open Play,High Pass,,,From Corner
32,101.8,52.0,2023-04-22 00:42:21.618,0.07756127,Saved,Chloe Kelly,Manchester City WFC,Left Foot,Normal,False,Open Play,Ground Pass,,,From Corner
33,97.9,24.2,2023-04-22 00:45:52.024,0.018678222,Blocked,Chloe Kelly,Manchester City WFC,Right Foot,Normal,False,Open Play,Ground Pass,,,From Corner
34,101.7,39.1,2023-04-22 00:48:58.143,0.09327247,Off T,Deyna Cristina Castellanos Naujenis,Manchester City WFC,Right Foot,Normal,True,Open Play,Ground Pass,,,From Corner
35,101.8,55.3,2023-04-22 00:50:14.951,0.042354852000000005,Post,Celin Bizet Ildhusøy,Tottenham Hotspur Women,Right Foot,Normal,False,Open Play,Ground Pass,,,From Corner
36,108.7,32.8,2023-04-22 00:01:20.484,0.040049467000000005,Blocked,Khadija Monifa Shaw,Manchester City WFC,Left Foot,Half Volley,False,Open Play,Low Pass,,,From Corner
37,113.2,33.3,2023-04-22 00:04:06.761,0.07431581,Blocked,Khadija Monifa Shaw,Manchester City WFC,Left Foot,Normal,True,Open Play,Ground Pass,,,From Corner
38,114.8,52.7,2023-04-22 00:04:23.263,0.03001343,Blocked,Khadija Monifa Shaw,Manchester City WFC,Right Foot,Normal,False,Open Play,Ground Pass,,,From Corner
39,105.2,54.8,2023-04-22 00:05:45.524,0.029559495,Off T,Chloe Kelly,Manchester City WFC,Right Foot,Normal,False,Open Play,Ground Pass,,,From Corner
40,95.9,44.2,2023-04-22 00:10:01.549,0.044453394,Wayward,Laura Coombs,Manchester City WFC,Right Foot,Half Volley,True,Open Play,Low Pass,,,From Corner
41,106.8,53.9,2023-04-22 00:25:14.251,0.062680915,Blocked,Laura Madison Blindkilde Brown,Aston Villa,Right Foot,Normal,False,Open Play,,,,From Corner
42,107.0,40.8,2023-04-22 00:27:47.107,0.48122752,Goal,Deyna Cristina Castellanos Naujenis,Manchester City WFC,Right Foot,Normal,True,Open Play,Ground Pass,,,From Corner
43,111.2,42.0,2023-04-22 00:30:07.920,0.10489598,Blocked,Kirsty Hanson,Aston Villa,Right Foot,Volley,True,Open Play,,,,From Corner
44,110.2,39.1,2023-04-22 00:30:09.655,0.15593049,Goal,Kirsty Hanson,Aston Villa,Left Foot,Half Volley,True,Open Play,,,,From Corner
45,88.3,51.5,2023-04-22 00:32:16.674,0.015027405,Blocked,Deyna Cristina Castellanos Naujenis,Manchester City WFC,Right Foot,Normal,False,Open Play,,,,From Corner
46,105.6,23.2,2023-04-22 00:39:12.317,0.03669517,Saved,Lauren Hemp,Manchester City WFC,Left Foot,Normal,False,Open Play,Low Pass,,,From Corner
47,95.1,38.0,2023-04-22 00:05:33.854,0.02616445,Blocked,Rachel Daly,Aston Villa,Right Foot,Normal,True,Open Play,,,,From Corner
48,105.7,33.4,2023-04-22 00:05:50.148,0.13645422000000001,Post,Kirsty Hanson,Aston Villa,Right Foot,Normal,False,Open Play,,,,From Corner
49,106.4,42.9,2023-04-22 00:06:28.693,0.048466485000000004,Blocked,Khadija Monifa Shaw,Manchester City WFC,Right Foot,Normal,False,Open Play,Ground Pass,,,From Corner
50,107.0,48.5,2023-04-22 00:06:43.618,0.06777306,Off T,Deyna Cristina Castellanos Naujenis,Manchester City WFC,Left Foot,Half Volley,False,Open Play,,,,From Corner
51,114.9,40.1,2023-04-22 00:09:25.881,0.24519458,Off T,Khadija Monifa Shaw,Manchester City WFC,Head,Normal,False,Open Play,High Pass,,,From Corner
