,statsbomb_xg,goal,time,player,team,shot_distance,inside_18,shot_angle,bodypart,technique,first_touch,assist,state_of_play
107,0.040531754,False,47,Chloe Kelly,Manchester City WFC,22.398660674245676,False,121.49,Left Foot,Ground,False,Ground Pass,Open Play - Shot
108,0.06791741400000001,False,0,Deyna Cristina Castellanos Naujenis,Manchester City WFC,24.893774322107127,False,97.15,Right Foot,Ground,False,Ground Pass,Open Play - Shot
109,0.14520097,False,1,Deyna Cristina Castellanos Naujenis,Manchester City WFC,14.101418368376988,True,143.94,Right Foot,Ground,True,Ground Pass,Open Play - Shot
110,0.04632908,False,4,Deyna Cristina Castellanos Naujenis,Manchester City WFC,28.1215220071745,False,87.76,Right Foot,Ground,False,Unassisted,Set Piece - Direct Free Kick
111,0.035869066000000005,False,4,Khadija Monifa Shaw,Manchester City WFC,11.97079780131634,True,96.23,Head,Ground,False,High Pass,Open Play - Shot
112,0.022102820000000002,False,5,Jorja Fox,Brighton & Hove Albion WFC,32.065557846387144,False,113.53,Left Foot,Ground,False,Ground Pass,Open Play - Shot
113,0.012377231,False,8,Poppy Pattinson,Brighton & Hove Albion WFC,28.951856589863116,False,132.34,Left Foot,Ground,False,Unassisted,Open Play - Shot
114,0.18307768,False,9,Ingrid Filippa Angeldal,Manchester City WFC,13.480726983364063,True,99.39,Right Foot,Ground,True,Ground Pass,Open Play - Shot
115,0.10986333000000001,False,12,Khadija Monifa Shaw,Manchester City WFC,7.2615425358528345,True,112.68,Head,Ground,False,Unassisted,Open Play - Shot
116,0.035716396000000004,False,20,Megan Connolly,Brighton & Hove Albion WFC,19.574728606036913,False,71.84,Left Foot,Ground,True,Unassisted,Open Play - Shot
117,0.0261008,False,20,Esme Beth Morgan,Manchester City WFC,12.200409829181964,True,165.28,Right Foot,Ground,True,Ground Pass,Open Play - Shot
118,0.053814795000000006,False,21,Ingrid Filippa Angeldal,Manchester City WFC,16.144658559412143,True,57.39,Right Foot,Volley,True,Unassisted,Open Play - Shot
119,0.15839791,False,21,Deyna Cristina Castellanos Naujenis,Manchester City WFC,12.249489785293102,True,137.98,Right Foot,Ground,True,Ground Pass,Open Play - Shot
120,0.020882018000000002,False,23,Julia Zigiotti-Olme,Brighton & Hove Albion WFC,31.2865785921056,False,70.0,Right Foot,Ground,False,Unassisted,Open Play - Shot
121,0.07582791,False,26,Danielle Carter,Brighton & Hove Albion WFC,15.786703265723336,True,63.27,Right Foot,Ground,False,Ground Pass,Open Play - Shot
122,0.008180827,False,27,Veatriki Sarri,Brighton & Hove Albion WFC,32.87628324491685,False,120.93,Left Foot,Ground,False,Ground Pass,Open Play - Shot
123,0.12165397400000001,False,37,Khadija Monifa Shaw,Manchester City WFC,8.402380615040009,True,88.64,Head,Ground,False,High Pass,Open Play - Shot
124,0.0742838,False,44,Hayley Emma Raso,Manchester City WFC,19.134262462922376,True,131.19,Right Foot,Volley,True,High Pass,Open Play - Shot
125,0.5848210500000001,False,44,Julie Blakstad,Manchester City WFC,6.203224967708332,True,88.15,Left Foot,Volley,True,Unassisted,Open Play - Shot
126,0.094873436,False,45,Ingrid Filippa Angeldal,Manchester City WFC,10.511898020814321,True,124.14,Left Foot,Volley,True,Low Pass,Open Play - Shot
127,0.040386066000000005,False,45,Esme Beth Morgan,Manchester City WFC,22.209232314512803,False,111.95,Right Foot,Ground,False,Unassisted,Open Play - Shot
128,0.23023966,False,47,Geum-Min Lee,Brighton & Hove Albion WFC,8.731551981177232,True,110.1,Right Foot,Volley,True,High Pass,Open Play - Shot
129,0.58453405,True,47,Geum-Min Lee,Brighton & Hove Albion WFC,3.1016124838541703,True,110.77,Left Foot,Ground,True,Unassisted,Open Play - Shot
130,0.043851856,False,4,Laia Aleixandri López,Manchester City WFC,12.258874336577565,True,123.69,Head,Ground,False,High Pass,Open Play - Shot
131,0.27321404,False,5,Deyna Cristina Castellanos Naujenis,Manchester City WFC,6.067124524847005,True,98.53,Right Foot,Volley,True,High Pass,Open Play - Shot
132,0.014517879000000001,False,5,Chloe Kelly,Manchester City WFC,11.042191811411353,True,167.98,Right Foot,Volley,True,Unassisted,Open Play - Shot
133,0.18173918,False,6,Deyna Cristina Castellanos Naujenis,Manchester City WFC,6.806614430096658,True,79.85,Right Foot,Volley,True,Ground Pass,Open Play - Shot
134,0.057698682,False,13,Chloe Kelly,Manchester City WFC,24.08817137102773,False,119.33,Right Foot,Ground,False,Ground Pass,Open Play - Shot
135,0.16519493,False,18,Chloe Kelly,Manchester City WFC,16.475739740600414,True,108.76,Left Foot,Ground,True,Ground Pass,Open Play - Shot
136,0.017881703000000002,False,22,Sophie Howard,Leicester City WFC,7.333484846919639,True,174.52,Head,Ground,False,High Pass,Open Play - Shot
137,0.16286779999999998,True,23,Khadija Monifa Shaw,Manchester City WFC,6.519202405202649,True,85.6,Head,Ground,False,High Pass,Open Play - Shot
138,0.037897546000000004,False,35,Lauren Hemp,Manchester City WFC,21.03758541277967,True,39.21,Right Foot,Ground,False,Ground Pass,Open Play - Shot
139,0.13676266,False,35,Chloe Kelly,Manchester City WFC,9.708243919473801,True,161.38,Right Foot,Volley,False,Unassisted,Open Play - Shot
140,0.0736984,False,37,Aileen Whelan,Leicester City WFC,12.501599897613104,True,90.92,Left Foot,Volley,False,Unassisted,Open Play - Shot
141,0.061599657,False,39,Deyna Cristina Castellanos Naujenis,Manchester City WFC,17.07424961747953,True,131.44,Right Foot,Ground,False,Unassisted,Open Play - Shot
142,0.031143818000000004,False,44,Laura Coombs,Manchester City WFC,27.038676003088614,False,65.99,Right Foot,Ground,False,Ground Pass,Open Play - Shot
143,0.056106947000000004,False,3,Esme Beth Morgan,Manchester City WFC,18.246369501903658,True,63.29,Right Foot,Ground,True,Unassisted,Open Play - Shot
144,0.010775562,False,16,Chloe Kelly,Manchester City WFC,22.3322636559754,False,145.03,Right Foot,Ground,False,Low Pass,Open Play - Shot
145,0.059216756,False,21,Laia Aleixandri López,Manchester City WFC,9.847334664770967,True,124.66,Head,Ground,False,High Pass,Open Play - Shot
146,0.10834173,False,23,Khadija Monifa Shaw,Manchester City WFC,8.022468448052631,True,85.71,Head,Ground,False,High Pass,Open Play - Shot
